Response	Predictor	Species	median	lower95	upper95	significant
disper_braycurtis	Anbo_10	Anbo	0.00141678514058907	-0.046840131390633	0.0607800480141804	FALSE
disper_braycurtis	Anbo_7	Anbo	-0.00312577854838998	-0.066761119326954	0.0433816004935167	FALSE
disper_braycurtis	Anbo_8	Anbo	-0.00518229026794505	-0.0715924110116232	0.036665481989448	FALSE
disper_braycurtis	Anbo_9	Anbo	0.00755229605700534	-0.0290998899820265	0.0814246390562113	FALSE
disper_braycurtis	Osse_10	Osse	4.40373791998835e-05	-0.0534820459897827	0.0579157620717532	FALSE
disper_braycurtis	Osse_7	Osse	-0.00475932826839945	-0.0751558861019831	0.0411094747783945	FALSE
disper_braycurtis	Osse_8	Osse	0.00363030472891498	-0.0407568212820499	0.0735837666136901	FALSE
disper_braycurtis	Osse_9	Osse	0.000207142200559873	-0.0527214600398133	0.0580514706249546	FALSE
disper_braycurtis	Raca_10	Raca	0.00155925816291837	-0.0485182405183512	0.063562614388942	FALSE
disper_braycurtis	Raca_7	Raca	0.00144479130696445	-0.0549085188475669	0.0633888044283995	FALSE
disper_braycurtis	Raca_8	Raca	-0.000299681954759048	-0.0558584033440442	0.0546834553055937	FALSE
disper_braycurtis	Raca_9	Raca	-0.00295272394082494	-0.0761186069783523	0.0462038500765648	FALSE
disper_braycurtis	Rapi_4	Rapi	-0.00582558185258263	-0.084156382957674	0.0374262886619205	FALSE
disper_braycurtis	Rapi_6	Rapi	0.00565408813589583	-0.037671870801221	0.0791469005352735	FALSE
disper_braycurtis	Rhma_1	Rhma	6.75312808181513e-05	-0.0566655231215951	0.0550616787142039	FALSE
disper_braycurtis	Rhma_3	Rhma	-0.00176705971073278	-0.0679207704756317	0.0458110355713879	FALSE
disper_braycurtis	Rhma_5	Rhma	0.00184771959420332	-0.0465451612685389	0.0668288738343862	FALSE
disper_unweighted_unifrac	Anbo_10	Anbo	-0.00316160247186645	-0.0473595812514507	0.0285947035744072	FALSE
disper_unweighted_unifrac	Anbo_7	Anbo	-0.000706353987903724	-0.0424757730259204	0.0343303989712111	FALSE
disper_unweighted_unifrac	Anbo_8	Anbo	-0.00113560630777841	-0.0424009071739121	0.0325795028733708	FALSE
disper_unweighted_unifrac	Anbo_9	Anbo	0.00635987446456791	-0.0221603199048555	0.0536264614802758	FALSE
disper_unweighted_unifrac	Osse_10	Osse	-0.00600944483979973	-0.0533334365270058	0.0247713097561343	FALSE
disper_unweighted_unifrac	Osse_7	Osse	0.00604820368963802	-0.0238558270405188	0.0558868905554363	FALSE
disper_unweighted_unifrac	Osse_8	Osse	-0.00136721913960106	-0.0462794666630938	0.0333013611110074	FALSE
disper_unweighted_unifrac	Osse_9	Osse	0.00122032987980632	-0.0327569660530241	0.0459293567896375	FALSE
