Response	Predictor	Species	median	lower95	upper95	significant
disper_braycurtis	Anbo_1	Anbo	-0.0183837046985283	-0.139494839589692	0.0933748927520091	FALSE
disper_braycurtis	Anbo_10	Anbo	-0.00381659710983821	-0.116610176995792	0.103942503763869	FALSE
disper_braycurtis	Anbo_2	Anbo	0.248773837897985	0.110808572842251	0.382823650909056	TRUE
disper_braycurtis	Anbo_3	Anbo	-0.0204171298009106	-0.134792083492955	0.0911340783278785	FALSE
disper_braycurtis	Anbo_4	Anbo	0.0644480899714273	-0.0460405204564192	0.185925660870079	FALSE
disper_braycurtis	Anbo_5	Anbo	-0.0743358854598289	-0.190811795707456	0.0376783176080856	FALSE
disper_braycurtis	Anbo_6	Anbo	-0.0259365828019082	-0.140468769038431	0.0848827281402979	FALSE
disper_braycurtis	Anbo_7	Anbo	-0.0544814218044206	-0.176225392903279	0.0666415418528984	FALSE
disper_braycurtis	Anbo_8	Anbo	-0.089947762067929	-0.213747767121927	0.0257816460561517	FALSE
disper_braycurtis	Anbo_9	Anbo	-0.0260300471415956	-0.145101812183512	0.0861523221496892	FALSE
disper_braycurtis	Osse_1	Osse	-0.013632093207905	-0.133092934466879	0.109567426838649	FALSE
disper_braycurtis	Osse_10	Osse	-0.0273686806085455	-0.14659023742565	0.0874472176136051	FALSE
disper_braycurtis	Osse_2	Osse	-0.0466855234231492	-0.166836931428185	0.0643954868524946	FALSE
disper_braycurtis	Osse_3	Osse	-0.0025628919950446	-0.118133151338969	0.120644349831328	FALSE
disper_braycurtis	Osse_4	Osse	0.0864574142709983	-0.0295477392173855	0.211673418841015	FALSE
disper_braycurtis	Osse_5	Osse	-0.0381103562295232	-0.151382192689828	0.0804743046002404	FALSE
disper_braycurtis	Osse_6	Osse	-0.0124708128603449	-0.128383287484125	0.105573547771672	FALSE
disper_braycurtis	Osse_7	Osse	0.00328461520658853	-0.110279473285384	0.125094494076054	FALSE
disper_braycurtis	Osse_8	Osse	0.0369153839376165	-0.0792039742664654	0.167431567429191	FALSE
disper_braycurtis	Osse_9	Osse	0.0174783129451315	-0.10255567847753	0.142645858564496	FALSE
disper_braycurtis	Raca_1	Raca	0.0612948755186737	-0.0564049980913604	0.187603075964625	FALSE
disper_braycurtis	Raca_10	Raca	0.0393952711909976	-0.0796213657420833	0.163044633193041	FALSE
disper_braycurtis	Raca_2	Raca	0.0340253190707849	-0.0799927263379932	0.155007168891924	FALSE
disper_braycurtis	Raca_3	Raca	-0.034397547008596	-0.158024225412747	0.0772755936187879	FALSE
disper_braycurtis	Raca_4	Raca	-0.0564170042220876	-0.167282479477623	0.0603199922474489	FALSE
disper_braycurtis	Raca_5	Raca	-0.0545952167658241	-0.171932364748856	0.0577541732160034	FALSE
disper_braycurtis	Raca_6	Raca	-0.020972595390888	-0.14023583992715	0.0933769236566454	FALSE
disper_braycurtis	Raca_7	Raca	0.0363635474511369	-0.102338885488498	0.183250339968382	FALSE
disper_braycurtis	Raca_8	Raca	0.0266172108921844	-0.0863548848234756	0.154008327265331	FALSE
disper_braycurtis	Raca_9	Raca	-0.0351141621475208	-0.177597891273728	0.0997541262667359	FALSE
disper_braycurtis	Rapi_3	Rapi	-0.0703497174886	-0.214696261101822	0.0680017364477948	FALSE
disper_braycurtis	Rapi_4	Rapi	0.0540639251070923	-0.0792771411877718	0.189031875602464	FALSE
disper_braycurtis	Rapi_6	Rapi	0.0167658881047815	-0.118043346444804	0.152232297136574	FALSE
disper_braycurtis	Rhma_1	Rhma	0.044316338102356	-0.0733143453312969	0.166175080494607	FALSE
